DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,VSD,LATITUDE,LONGITUDE,Distance,EMBER,FLAME
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.78825843,-121.501339,8.87822045,6,4.392439
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.78833667,-121.5013605,8.87822045,2,2.958363
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,0,39.78834926,-121.5011213,12.30886689,6,3.427738
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,1,39.78860513,-121.518144,14.75935859,8,7.147892
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,0,39.78859722,-121.518316,14.75935859,8,7.147892
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.78843882,-121.4998292,42.07294037,6,36.062321
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Wood,No Deck/Porch,Non Combustible,Non Combustible,,0,39.78909481,-121.5003031,9.656024885,3,3.798941
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,,0,39.78909627,-121.5004159,9.656024885,3,3.798941
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,,0,39.78911604,-121.5155537,26.31264737,8,7.914339
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,0,39.78901687,-121.5158328,26.31264737,5,26.614841
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.78896914,-121.5163531,44.87546109,1,16.988274
Destroyed (>50%),,Asphalt,No Eaves,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,0,39.77926812,-121.5969271,22.58158477,,1.956153
No Damage,,,,,,,,,,,,1,39.78348159,-121.6602966,49.52772187,,
No Damage,,,,,,,,,,,,0,39.78304926,-121.6601537,49.52772187,1,
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,39.79048809,-121.5143512,84.27200541,4,26.347897
Destroyed (>50%),,Other,No Eaves,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,39.79094148,-121.5135619,84.27200541,6,16.920824
Destroyed (>50%),,Metal,Unknown,"Mesh Screen <= 1/8""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.79299443,-121.4997968,122.7405921,5,5.215114
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,2,39.79009314,-121.5308238,74.05020942,7,5.64397
Destroyed (>50%),,Metal,Unenclosed,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,0,39.7922378,-121.5108243,78.28531538,5,7.586581
Destroyed (>50%),,Metal,Unenclosed,No Vents,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,0,39.7909471,-121.5109214,105.9789609,6,3.298817
Destroyed (>50%),,Metal,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.79303305,-121.5012292,19.3795696,3,8.802073
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.79294187,-121.5014222,19.3795696,3,8.802073
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.7927565,-121.5018005,38.38191555,6,8.515734
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,,4,39.79454865,-121.4926115,12.70833083,7,2.765307
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,4,39.79444332,-121.4926696,12.70833083,7,2.765307
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Unknown,Wood,No Deck/Porch,Combustible,No Fence,,2,39.79408687,-121.5098035,21.53656402,3,9.763736
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,0,39.79424602,-121.5099473,8.512556194,4,8.335712
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,0,39.79422503,-121.5100429,8.512556194,4,8.335712
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.79422955,-121.5101827,11.981604,4,8.335712
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.79433447,-121.5100989,13.06118066,4,8.335712
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,1,39.79410509,-121.5019195,8.036740915,3,1.970807
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.79417746,-121.5019221,8.036740915,3,1.970807
Minor (10-25%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.79431975,-121.5021531,7.766746117,4,15.702293
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1,39.79437582,-121.5022073,7.766746117,5,3.808485
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,2,39.79304487,-121.5043655,147.9273216,5,3.954694
Destroyed (>50%),,Metal,No Eaves,Unscreened,Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,1,39.79325,-121.5270456,150.0533779,9,2.781436
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,,1,39.7957926,-121.5102878,28.23323042,4,9.500435
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Unknown,Wood,No Deck/Porch,Combustible,No Fence,,0,39.79408267,-121.528426,150.0533779,4,9.847676
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,0,39.74107882,-121.596016,61.42222572,,1.154545
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,0,39.80425515,-121.5840277,29.28437759,6,0.715734
No Damage,,,,,,,,,,,,,39.80962547,-121.6289842,7.012046867,2,
No Damage,,,,,,,,,,,,,39.80964873,-121.6289081,7.012046867,2,
No Damage,,,,,,,,,,,,,39.81090242,-121.625641,62.56536751,2,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.74061356,-121.5943095,26.2472913,,1.915909
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.74054185,-121.5946298,28.57945732,,1.529984
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,,,39.73746932,-121.5939673,24.05397206,,1.88655
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,Combustible,,,39.74375126,-121.5934634,21.03703617,,1.748846
No Damage,,,,,,,,,,,,,39.81883925,-121.5904039,54.00130852,3,3.647342
No Damage,,,,,,,,,,,,,39.81591587,-121.5907443,30.83226769,2,2.567729
No Damage,,,,,,,,,,,,,39.81619358,-121.5907503,30.83226769,4,3.099612
No Damage,,,,,,,,,,,,,39.8216762,-121.6039921,18.41709786,,
No Damage,,,,,,,,,,,,,39.81669017,-121.5915311,40.47987291,2,2.189804
No Damage,,,,,,,,,,,,,39.8194742,-121.5919709,16.41848065,1,2.353391
No Damage,,,,,,,,,,,,,39.81979749,-121.5922489,34.4959523,,35.345219
Destroyed (>50%),,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.82170509,-121.5959978,27.23078118,2,
No Damage,,,,,,,,,,,,,39.82103841,-121.607457,26.45051315,,
Affected (1-9%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Composite,No Patio Cover/Carport,No Fence,,,39.83045165,-121.5786687,13.04733783,5,6.330662
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.83056305,-121.5786201,13.04733783,5,6.330662
No Damage,,,,,,,,,,,,,39.83055848,-121.5788352,18.42072902,5,6.330662
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.7619041,-121.5918148,30.76912818,2,1.880215
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,Single Pane,Wood,No Deck/Porch,Non Combustible,No Fence,,,39.71252505,-121.5181552,49.80868023,6,5.755208
Destroyed (>50%),,Asphalt,No Eaves,No Vents,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,39.71209513,-121.5183216,39.32693144,4,36.544674
No Damage,,,,,,,,,,,,,39.83593474,-121.5764796,30.87835252,2,
No Damage,,,,,,,,,,,,,39.83595047,-121.5768398,30.87835252,2,
No Damage,,,,,,,,,,,,,39.79643895,-121.5900524,248.6057282,3,
No Damage,,,,,,,,,,,,,39.85122004,-121.5636592,104.0505726,,
No Damage,,,,,,,,,,,,,39.84920086,-121.5577566,30.06038083,,
No Damage,,,,,,,,,,,,,39.84947155,-121.557766,30.06038083,,
No Damage,,,,,,,,,,,,,39.84970879,-121.5574624,36.9919169,,
No Damage,,,,,,,,,,,,,39.8507723,-121.5555137,204.2954309,,
Destroyed (>50%),,Tile,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,39.75800646,-121.6497143,38.45162859,,
Destroyed (>50%),,Unknown,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.75286176,-121.6253591,12.14545878,,4.591136
Destroyed (>50%),,Unknown,Unknown,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.75280606,-121.625237,12.14545878,,2.279037
Destroyed (>50%),,Metal,Enclosed,No Vents,Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,,39.73756492,-121.5894783,70.82290543,,1.108714
No Damage,,,,,,,,,,,,,39.73725522,-121.5887558,70.82290543,,1.931538
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,39.73773561,-121.6436509,33.48595286,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.759903,-121.5863432,32.24762394,1,
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,39.73985575,-121.5855995,19.48406037,,1.376355
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.73986,-121.5853722,13.19353439,,1.376355
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,39.79655226,-121.5845594,16.64819882,1,2.223327
Destroyed (>50%),,Asphalt,Unenclosed,Unscreened,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,39.79670078,-121.5845325,16.64819882,2,2.584694
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,39.79515318,-121.5825088,21.27009488,1,0.853247
Destroyed (>50%),,Metal,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,39.7951087,-121.5822033,26.61830036,1,16.961754
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,Non Combustible,,,39.78632292,-121.58167,25.3535948,,1.451682
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.76261867,-121.5829384,24.72508388,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,Wood,Non Combustible,Combustible,,,39.76718826,-121.5838617,44.37600548,2,1.156996
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,,39.78628444,-121.5807949,21.42515412,1,8.769513
Destroyed (>50%),,Metal,Enclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,39.79254743,-121.5816863,21.80731009,1,6.94664
Affected (1-9%),,Asphalt,Unenclosed,Unscreened,Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,39.78051853,-121.5806795,21.55377006,4,1.66889
Destroyed (>50%),,Asphalt,No Eaves,No Vents,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Non Combustible,No Fence,,,39.71167921,-121.5181417,9.394601792,12,10.202837
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,,,39.71175681,-121.5181854,9.394601792,12,6.561629
No Damage,,,,,,,,,,,,,39.72898013,-121.702379,119.1080317,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.76829814,-121.5789315,14.62069943,2,7.420766
Destroyed (>50%),,Metal,Enclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,39.79213649,-121.5793251,25.60973818,,6.292419
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,39.79669062,-121.5789912,24.92445627,4,1.424429
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,,39.71054063,-121.5168605,167.454107,6,5.310753
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,39.79287107,-121.5782904,28.40370417,1,3.227943
Destroyed (>50%),,Metal,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,39.79288231,-121.5779339,11.15340516,7,0.982932
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.79283128,-121.5778217,11.15340516,4,1.178876
No Damage,,,,,,,,,,,,,39.7531251,-121.6482771,32.24405201,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.76222473,-121.5725688,35.70888935,3,2.532512
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,39.73452351,-121.5718627,28.31757138,2,1.849927
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,39.70864886,-121.6095663,125.5516266,2,1.590715
Affected (1-9%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.62174354,-121.650361,655.9145906,,
No Damage,,,,,,,,,,,,,39.62558726,-121.6445574,655.9145906,,
No Damage,,,,,,,,,,,,,39.73880052,-121.5537311,119.4077289,6,10.350492
No Damage,,,,,,,,,,,,,39.74422765,-121.6189534,22.34925502,,1.814001
No Damage,,,,,,,,,,,,,39.70527254,-121.7407927,48.55583995,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,,39.73615451,-121.5778247,42.90505464,,2.871343
Affected (1-9%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.7410148,-121.6769869,79.30590621,,
Destroyed (>50%),,Metal,Enclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,39.74247536,-121.6785492,59.13636473,,
Destroyed (>50%),,Metal,Enclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,,39.74251497,-121.6792374,59.13636473,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Combustible,,,39.75339765,-121.6280724,30.64444776,,5.017463
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,39.75893986,-121.6405194,25.91871342,,
No Damage,,,,,,,,,,,,,39.73973891,-121.66117,61.51620403,1,
No Damage,,,,,,,,,,,,,39.65523149,-121.6566422,240.2321589,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,39.74547906,-121.6423402,19.4575161,,4.195917
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,39.74565412,-121.6423286,19.4575161,,4.195917
No Damage,,,,,,,,,,,,,39.74012376,-121.6606534,61.51620403,2,
No Damage,,,,,,,,,,,,,39.65871289,-121.6579127,154.4715073,,
No Damage,,,,,,,,,,,,,39.72658729,-121.7770976,17.39805114,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,39.74003738,-121.6745567,114.5362181,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,,,39.73907857,-121.6750506,15.03640929,,
No Damage,,,,,,,,,,,,,39.72660015,-121.77648,13.61373209,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.65655026,-121.6531848,269.6125476,3,
No Damage,,,,,,,,,,,,,39.72656107,-121.7763295,13.61373209,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.71657629,-121.6600781,24.00486019,1,
No Damage,,,,,,,,,,,,,39.71673473,-121.6602687,24.00486019,1,
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,,,39.74460056,-121.5540244,63.72112086,6,3.764604
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,,,39.74273278,-121.5534451,67.05264235,9,34.355358
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,39.74773708,-121.5533192,46.53403022,5,11.524304
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,39.74800735,-121.5529041,45.23941722,6,5.867386
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,,,39.71290573,-121.6689897,226.6867176,1,
No Damage,,,,,,,,,,,,,39.71028926,-121.7100497,53.80171311,,
No Damage,,,,,,,,,,,,,39.70981607,-121.7099137,53.80171311,,
No Damage,,,,,,,,,,,,,39.74558666,-121.6374801,71.77810416,,2.370883
Destroyed (>50%),,Other,No Eaves,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.72145585,-121.6640963,76.13104761,,
No Damage,,,,,,,,,,,,,39.64789699,-121.6634028,121.6935835,,
Destroyed (>50%),,Asphalt,Enclosed,Unknown,Combustible,Unknown,Masonry/Concrete,Unknown,Non Combustible,No Fence,,,39.7283726,-121.5379087,92.97710618,2,7.848851
No Damage,,,,,,,,,,,,,39.76210431,-121.6318999,28.41133637,,1.366867
No Damage,,,,,,,,,,,,,39.70541885,-121.7395676,57.86803364,,
Destroyed (>50%),,Tile,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.72823677,-121.6473269,22.38171542,2,
Destroyed (>50%),,Tile,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,No Fence,,,39.72833982,-121.6471025,22.38171542,,
Destroyed (>50%),,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.72862392,-121.6472845,35.18308351,1,
Destroyed (>50%),,Tile,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,39.72863072,-121.6468679,35.71811887,,
Affected (1-9%),,Tile,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,39.72784883,-121.6478128,59.90679904,,
No Damage,,,,,,,,,,,,,39.72217586,-121.6531164,102.6569185,1,
No Damage,,,,,,,,,,,,,39.70890096,-121.5108503,124.2640548,2,6.042614
No Damage,,,,,,,,,,,,,39.71402966,-121.5323712,195.4658734,5,4.554184
No Damage,,,,,,,,,,,,,39.6594674,-121.6469684,365.5833324,2,10.354568
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,39.71853466,-121.5256314,11.11538353,2,32.632397
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Unknown,Unknown,Wood,No Patio Cover/Carport,No Fence,,,39.71844868,-121.5256979,11.11538353,2,32.632397
