DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,FLAME,EMBER,LATITUDE,LONGITUDE,Distance,VSD
Affected (1-9%),95411,Metal,Enclosed,No Vents,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2016,6.251774311,3,38.6775779,-122.7821018,15.43412553,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.6503735,-122.8147413,15.43412553,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.6503735,-122.8147413,14.36468227,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1960,,,38.66200815,-122.8043326,14.36468227,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1958,,,38.6699754,-122.8049295,13.03730315,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007,1.647780061,,38.6699754,-122.8049295,13.03730315,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007,,,38.668219,-122.8014621,11.66764356,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1960,,,38.66200815,-122.8043326,9.200657683,0
Destroyed (>50%),95411,Metal,Unknown,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,6.068772793,,38.6774085,-122.794992,9.200657683,0
Destroyed (>50%),95411,Metal,Unknown,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,,0.911448717,,38.6774085,-122.794992,8.525029666,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1962,,,38.6550689,-122.8083696,8.525029666,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6550689,-122.8083696,8.447494201,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6550689,-122.8083696,8.447494201,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6550689,-122.8083696,8.214930883,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1959,,,38.65570815,-122.807839,8.214930883,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1954,,,38.668219,-122.8014621,7.689777615,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1959,,,38.65570815,-122.807839,7.689777615,0
No Damage,95448,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.6269938,-122.840419,7.396381749,0
No Damage,95448,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.6269938,-122.840419,6.319882062,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1959,,,38.65570815,-122.807839,6.214235773,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1959,,,38.65570815,-122.807839,6.214235773,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1959,,,38.65570815,-122.807839,5.983155644,0
Destroyed (>50%),95411,Metal,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1992,15.34832287,,38.684646,-122.796949,5.983155644,0
Destroyed (>50%),95411,Tile,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,Wood,Wood,Combustible,Non Combustible,1992,7.248635769,,38.684646,-122.796949,5.252844144,0
No Damage,95448,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.6269938,-122.840419,5.252844144,0
Destroyed (>50%),95492,Asphalt,Unknown,Unknown,Wood,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1977,0.634336591,,38.5584311,-122.7853009,4.739039384,0
Destroyed (>50%),95492,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1977,1.725343108,,38.5584311,-122.7853009,4.149247541,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,,,38.6581212,-122.8045397,3.974895209,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,,,38.6581212,-122.8045397,3.974895209,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65759085,-122.8051029,3.61165485,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65759085,-122.8051029,3.61165485,0
Destroyed (>50%),95411,Asphalt,Unknown,Unscreened,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,3.433743,,38.6775779,-122.7821018,3.555447433,0
Major (26-50%),95411,Metal,Enclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,24.86569405,1,38.6775779,-122.7821018,3.555447433,0
Destroyed (>50%),95411,Asphalt,Unknown,"Mesh Screen <= 1/8""",Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,25.16368294,1,38.6775779,-122.7821018,3.237054477,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1962,,,38.5887405,-122.8439837,3.237054477,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1937,,,38.5887405,-122.8439837,2.879208288,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1930,,,38.62240805,-122.828396,2.817334624,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1943,,,38.62240805,-122.828396,2.817334624,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1930,,,38.62198025,-122.8277154,2.527388614,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62198025,-122.8277154,2.030477175,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1986,,,38.62198025,-122.8277154,2.030477175,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62198025,-122.8277154,1.828089835,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.56462165,-122.8005609,1.828089835,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.58953245,-122.8362748,1.713060485,0
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65816335,-122.7969361,1.713060485,0
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65816335,-122.7969361,1.67554278,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.56462165,-122.8005609,1.67554278,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1947,,,38.5877523,-122.8348525,1.574615703,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65816335,-122.7969361,1.574615703,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1947,,,38.5877523,-122.8348525,1.430681693,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65816335,-122.7969361,1.430681693,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1961,,,38.65816335,-122.7969361,1.239043229,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1961,,,38.65816335,-122.7969361,1.239043229,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1954,,,38.6577852,-122.7966128,0.860374191,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1954,,,38.6577852,-122.7966128,0.860374191,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,,,38.58953245,-122.8362748,0.650315798,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1966,,,38.6096148,-122.8469905,0.650315798,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1963,,,38.6096148,-122.8469905,0.463990763,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,,,38.5643727,-122.7996569,0.463990763,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2014,,,38.5643727,-122.7996569,0.451559752,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2005,,,38.5643727,-122.7996569,0.451559752,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2005,5.684706688,,38.68051973,-122.8024387,0,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,1.359617949,,38.6770589,-122.8059743,0,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,1.359617949,,38.6770589,-122.8059743,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1954,,,38.6197568,-122.8113104,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1987,,,38.6197568,-122.8113104,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1987,,,38.6197568,-122.8113104,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1987,,,38.6197568,-122.8113104,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,,,38.5668033,-122.7995851,0,0
Destroyed (>50%),95492,Tile,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1976,,,38.5668033,-122.7995851,0,0
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1988,5.25532341,,38.66860005,-122.7920489,0,0
Destroyed (>50%),95411,Asphalt,No Eaves,Unknown,Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1988,3.845747471,,38.66860005,-122.7920489,0,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2005,5.684706688,,38.68051973,-122.8024387,0,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.658932,-122.796744,0,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.658932,-122.796744,0,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,2,38.56746985,-122.7958552,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.56746985,-122.7958552,0,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.5865836,-122.8337548,0,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1947,,,38.5865836,-122.8337548,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1951,,,38.5877817,-122.8329383,0,0
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1941,,,38.6365642,-122.7682621,0,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1969,1.066028476,,38.6579214,-122.7928596,0,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1951,,,38.5877817,-122.8329383,0,0
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1941,,,38.6365642,-122.7682621,0,0
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1938,,,38.5877817,-122.8329383,0,0
Destroyed (>50%),,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1941,,,38.6365642,-122.7682621,0,0
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1941,,,38.6365642,-122.7682621,0,0
Destroyed (>50%),,Wood,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1941,,,38.6365642,-122.7682621,0,0
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1941,,,38.6365642,-122.7682621,0,0
No Damage,,Unknown,Unenclosed,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,1941,,,38.6365642,-122.7682621,0,0
Destroyed (>50%),95411,Metal,Unknown,Unscreened,Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1920,,,38.6579214,-122.7928596,0,0
Destroyed (>50%),95492,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,Unknown,No Patio Cover/Carport,Non Combustible,1978,,,38.63873295,-122.7700594,0,0
Destroyed (>50%),95492,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,No Windows,No Deck/Porch,Unknown,No Patio Cover/Carport,No Fence,1978,,,38.63873295,-122.7700594,0,0
Destroyed (>50%),95492,Metal,Unknown,Unknown,Stucco/Brick/Cement,Unknown,No Deck/Porch,Unknown,Combustible,Unknown,1977,,,38.5813539,-122.8276351,0,0
Destroyed (>50%),95492,Metal,No Eaves,No Vents,Metal,Unknown,Composite,Composite,No Patio Cover/Carport,No Fence,1977,,,38.5813539,-122.8276351,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1972,,,38.63139735,-122.7701315,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1970,,,38.6361384,-122.7716405,0,0
No Damage,95403,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,,,38.54020524,-122.7729046,0,0
No Damage,95403,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,,,38.54020524,-122.7729046,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1967,,,38.62892355,-122.7714118,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1900,3.039423943,,38.6563353,-122.7876314,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1978,,,38.5409125,-122.7729729,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1978,,,38.5409125,-122.7729729,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,1.383321404,,38.63512405,-122.7717939,0,0
Destroyed (>50%),,Metal,Unknown,Unscreened,Wood,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1900,4.272011757,,38.6563353,-122.7876314,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,1.383321404,,38.63512405,-122.7717939,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2004,,,38.54399035,-122.7740075,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,1.727478385,,38.63512405,-122.7717939,0,0
Destroyed (>50%),95492,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,1975,0.852971911,,38.6361384,-122.7716405,0,0
Destroyed (>50%),,Metal,Unknown,Unscreened,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1900,4.272011757,,38.6563353,-122.7876314,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2003,,,38.54399035,-122.7740075,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1981,,,38.62337055,-122.7734241,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1915,,,38.6218099,-122.7726035,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1978,2.17975378,,38.6218099,-122.7726035,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,2.615493298,,38.62322655,-122.7721627,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,1.915314317,,38.62322655,-122.7721627,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.797076225,,38.6247563,-122.7707483,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1945,,,38.63139735,-122.7701315,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1942,0.346493602,,38.6247563,-122.7707483,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,0.550763786,,38.62683035,-122.7696856,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1953,0.352579951,,38.62683035,-122.7696856,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1981,0.345508575,,38.62683035,-122.7696856,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1981,,,38.6276988,-122.7685894,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,0.710948169,,38.6276988,-122.7685894,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.62892355,-122.7714118,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1974,,,38.56862,-122.7978686,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1976,,,38.56862,-122.7978686,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1946,,,38.61942525,-122.7729228,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1946,,,38.61942525,-122.7729228,0,0
Destroyed (>50%),95492,Metal,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1953,,,38.6322364,-122.7769324,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1953,,,38.6322364,-122.7769324,0,0
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1987,5.755437851,,38.5556312,-122.7514402,0,0
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1987,5.755437851,,38.5556312,-122.7514402,0,0
Destroyed (>50%),95492,Metal,Unknown,Unknown,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1964,2.398330927,,38.5625899,-122.7798527,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1964,2.725179434,1,38.5625899,-122.7798527,0,0
Destroyed (>50%),95448,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1963,0.707662582,,38.56442965,-122.7834665,0,0
Destroyed (>50%),95492,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1963,4.005652905,,38.56442965,-122.7834665,0,0
Destroyed (>50%),95492,Tile,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,Wood,Wood,Combustible,No Fence,1987,2.816083908,2,38.569332,-122.7822107,0,0
No Damage,95492,Tile,Unknown,No Vents,Stucco/Brick/Cement,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1987,3.378679514,,38.569332,-122.7822107,0,0
Destroyed (>50%),95492,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1945,3.403515816,1,38.55869575,-122.7756139,0,0
No Damage,95439,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2012,,,38.5408576,-122.7715056,0,0
Destroyed (>50%),95492,Asphalt,Unknown,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,1969,4.551216125,,38.57740605,-122.778988,0,0
Destroyed (>50%),95492,Metal,Unenclosed,Unknown,Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1969,4.590559959,,38.57740605,-122.778988,0,0
No Damage,95439,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2012,1.345773458,1,38.5408576,-122.7715056,0,0
Destroyed (>50%),95492,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1989,1.863825083,,38.55469365,-122.7625329,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007,,,38.57963795,-122.7808565,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007,1.370853543,,38.57963795,-122.7808565,0,0
Affected (1-9%),95492,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,1990,6.703333855,2.523830687,38.57740605,-122.778988,0,0
Destroyed (>50%),95492,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,1990,2.980297804,,38.57740605,-122.778988,0,0
