DAMAGE,ZIPCODE,ROOFCONSTRUCTION,EAVES,VENTSCREEN,EXTERIORSIDING,WINDOWPANE,DECKPORCHONGRADE,DECKPORCHELEVATED,PATIOCOVER,FENCE,YEARBUILT,LATITUDE,LONGITUDE,EMBER,FLAME,Distance,VSD
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1994,38.44105749,-122.5962515,,,63.29902963,0
No Damage,,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,38.49789636,-122.6500161,3,2.877368927,63.19291541,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,1979,38.4979194,-122.6502789,,3.986584902,63.19291541,0
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,Non Combustible,Combustible,2016,38.46945412,-122.6321606,1,1.40131557,63.18471331,0
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,2017,38.46942763,-122.6318978,,1.344677687,63.18471331,0
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1920,38.5503948,-122.484857,,1.787984133,63.17771543,0
Destroyed (>50%),,Unknown,Unknown,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,Unknown,Combustible,1920,38.55047871,-122.4851189,,1.376512289,63.17771543,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,2008,38.44402919,-122.5760654,,2.897913694,63.11515949,0
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2008,38.4442349,-122.5760448,,1.817086101,63.11515949,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1969,38.43973216,-122.5909835,,,63.06793138,0
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1980,38.52142077,-122.5956692,1,2.512707233,62.9655532,0
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,38.5212156,-122.5956342,1,32.51770782,62.9655532,0
Major (26-50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,2005,38.46624534,-122.6305296,1,,62.96063193,0
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,2005,38.46645066,-122.6305925,1,,62.96063193,0
No Damage,,Other,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.57535398,-122.5488878,,2.122585297,62.94555038,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1983,38.49752327,-122.6505824,2,18.39375687,62.91994953,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,2001,38.46674106,-122.6351411,,,62.8999364,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,2001,38.46672428,-122.634879,,,62.8999364,0
Affected (1-9%),,Other,No Eaves,No Vents,Other,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1907,38.58339353,-122.5078212,2.730617524,6.784883976,62.8733616,0
Affected (1-9%),,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1982,38.54955975,-122.4822123,3,,62.84809914,0
No Damage,,Metal,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1982,38.54976459,-122.482144,1.360155065,,62.84809914,0
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1965,38.46673953,-122.6267164,,,62.82748605,0
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1965,38.46658057,-122.626497,,,62.82748605,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1988,38.5215826,-122.468296,5,6.825881958,62.81517592,0
Minor (10-25%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1938,38.54218392,-122.4722126,1,,62.79101251,0
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Composite,No Patio Cover/Carport,Combustible,2005,38.46636467,-122.6313155,,,62.73029425,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,2005,38.46651212,-122.631546,,,62.73029425,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,1995,38.52184723,-122.5429353,,,62.70046133,0
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1995,38.52179339,-122.5431968,1,,62.70046133,0
Affected (1-9%),,Tile,Enclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,2010,38.52830115,-122.4801536,,0.401057214,62.63451643,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1924,38.53281611,-122.4692244,,0.527693331,62.49573691,0
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1989,38.52435985,-122.5020783,1.909452171,3.360116005,62.48556629,0
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,1989,38.52456398,-122.5021668,1,5.496582985,62.48556629,0
No Damage,,Metal,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2003,38.52346212,-122.4780542,,,62.41830908,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1969,38.44065312,-122.5947468,,,62.39886195,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1912,38.45516487,-122.6283613,,,62.35422415,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,1979,38.49211813,-122.4811283,2,,62.30429956,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,1979,38.49202616,-122.4813865,1,,62.30429956,0
Destroyed (>50%),,Tile,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.4601914,-122.6169029,,1.211865902,62.21279542,0
No Damage,,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,No Fence,1947,38.48389843,-122.6047504,3,1.204676151,62.03770679,0
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.45740972,-122.6216117,,3.307992697,61.99048754,0
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1969,38.50536313,-122.6455543,1,0.467262566,61.93316626,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1962,38.46722903,-122.626629,,,61.85847688,0
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1985,38.4595248,-122.6207253,1,1.61070025,61.85466077,0
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1866,38.48904622,-122.4840606,,1.477227926,61.7145689,0
No Damage,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2003,38.59801403,-122.549619,1,3.573442459,61.64572468,0
No Damage,,Tile,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,2003,38.59810472,-122.5493624,1,3.888686419,61.64572468,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1928,38.49719128,-122.4860857,,2.237245798,61.64039968,0
No Damage,,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,1928,38.49703299,-122.48587,,2.237245798,61.64039968,0
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,1980,38.49773571,-122.6022612,3,6.604640007,61.58431956,0
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,38.57467541,-122.5197414,,,61.55809453,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,2013,38.48228357,-122.6564878,1,2.629565001,61.47808256,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,2006,38.48215696,-122.6567298,,0.857875526,61.47808256,0
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,38.49779427,-122.6020027,1,6.873397827,61.47653402,0
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1980,38.49770734,-122.6017459,1.508745156,6.873397827,61.47653402,0
Affected (1-9%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Composite,Non Combustible,Combustible,1994,38.47982738,-122.6086271,,,61.38518964,0
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1994,38.4796255,-122.6085349,2,5.148441792,61.38518964,0
No Damage,,Asphalt,Enclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1964,38.50325458,-122.4870128,,,61.32771133,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,2005,38.4665978,-122.6323096,,,61.19465817,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,1983,38.46404315,-122.6279224,1,,61.18898821,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,Combustible,Combustible,1978,38.46384484,-122.628049,,,61.18898821,0
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,1968,38.57562783,-122.5454038,2,4.643006325,61.18291751,0
Destroyed (>50%),,Metal,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1968,38.57576669,-122.5456364,,2.631754637,61.18291751,0
Destroyed (>50%),,Tile,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,1981,38.57522076,-122.5469846,1,1.68135488,61.00116351,0
Destroyed (>50%),,Tile,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,1981,38.5754129,-122.5471342,1.646798357,1.868380904,61.00116351,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,2001,38.46869303,-122.6363347,,,60.9580072,0
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,2001,38.46711658,-122.6331581,,,60.91138708,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,2001,38.46701522,-122.6334099,,,60.91138708,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1968,38.43991261,-122.5916463,,,60.8776345,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1936,38.5376762,-122.4774021,,,60.75721981,0
No Damage,,Metal,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1910,38.54950207,-122.5705877,3,2.611030817,60.68490589,0
Affected (1-9%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.5747614,-122.5192701,,1.973734975,60.68065291,0
No Damage,,Asphalt,Enclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,38.57483357,-122.519526,,1.98672998,60.68065291,0
No Damage,,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1953,38.54833534,-122.481254,1,,60.66136381,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1965,38.51188696,-122.6330411,,4.317287922,60.65584185,0
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,Wood,Combustible,Combustible,1990,38.49801997,-122.6521194,,2.417863131,60.60868414,0
Destroyed (>50%),,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1961,38.49983195,-122.6037208,,3.478113174,60.53290844,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,1949,38.56336703,-122.5095517,,,60.31871018,0
Destroyed (>50%),,Metal,Unknown,Unknown,Metal,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Unknown,1983,38.5147476,-122.6338316,,0.895564437,60.28904391,0
Destroyed (>50%),,Unknown,Unknown,"Mesh Screen <= 1/8""",Wood,Single Pane,Unknown,Unknown,Unknown,No Fence,1983,38.51494705,-122.6338835,4,2.517611742,60.28904391,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1962,38.45511472,-122.6367451,,,60.2709993,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1962,38.45491514,-122.6367165,,,60.2709993,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Other,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,38.44818914,-122.6136555,2,,60.23704349,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Other,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,38.44800266,-122.6138176,,,60.23704349,0
No Damage,,Asphalt,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1987,38.44898796,-122.6024608,,0.473754019,60.1474689,0
No Damage,,Metal,Unenclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,1890,38.55286941,-122.4877388,1,1.547746778,60.09057275,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1914,38.49466758,-122.640209,1,29.09941483,59.87675709,0
Affected (1-9%),,Metal,No Eaves,"Mesh Screen > 1/8""",Vinyl,Multi Pane,No Deck/Porch,Wood,Combustible,Combustible,1914,38.49475158,-122.6404618,,0.87081933,59.87675709,0
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Vinyl,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,2017,38.46937446,-122.6312808,,1.515789747,59.87172108,0
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,38.52633541,-122.6123796,1,4.867770672,59.85925389,0
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1938,38.53301055,-122.6488226,,2.364600897,59.80601401,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,38.53317983,-122.6490163,1,1.229133248,59.80601401,0
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1940,38.53388479,-122.4696242,1,0.522313237,59.79441292,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1955,38.53407886,-122.4694924,,2.468443155,59.79441292,0
Affected (1-9%),,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,38.52168947,-122.4635925,1,2.586773157,59.71883394,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,2001,38.46721082,-122.6347815,,3.979162455,59.71424075,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,2001,38.46718015,-122.6350348,,1.510246754,59.71424075,0
Destroyed (>50%),,Metal,No Eaves,No Vents,Metal,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1959,38.53787101,-122.5887268,1,4.75969553,59.63254784,0
Destroyed (>50%),,Wood,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1959,38.53793202,-122.5889799,1,2.763042927,59.63254784,0
No Damage,,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2008,38.48311262,-122.6528649,,3.69507885,59.6190964,0
No Damage,,Tile,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,38.48310367,-122.653118,,2.57962966,59.6190964,0
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,2007,38.50881568,-122.5776971,3,2.069406509,59.57315459,0
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Metal,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2007,38.50862295,-122.5775611,4,31.63370895,59.57315459,0
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1957,38.50855475,-122.6403242,1,0.885519207,59.49765106,0
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,1977,38.66170552,-122.5686824,,,59.38189166,0
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1941,38.46787982,-122.6251635,,0.512757063,59.36898991,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,2017,38.4694178,-122.6331591,,1.500481129,59.36140098,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,2017,38.46949929,-122.6329073,1,1.500481129,59.36140098,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1956,38.45543918,-122.6293579,,,59.35925388,0
No Damage,,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1956,38.4556368,-122.6292894,,,59.35925388,0
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.53804305,-122.4785423,,0.272039026,59.27684238,0
No Damage,,Asphalt,Enclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.53822632,-122.4783785,,,59.27684238,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,1989,38.54023016,-122.4718317,,0.614587069,59.13845333,0
No Damage,,Asphalt,Enclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1962,38.54003324,-122.4717676,,0.614587069,59.13845333,0
No Damage,,Metal,Unenclosed,"Mesh Screen <= 1/8""",Other,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1977,38.5264677,-122.4759897,,2.692727089,58.9360255,0
No Damage,,Metal,No Eaves,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1977,38.52627118,-122.47592,,2.408219099,58.9360255,0
Destroyed (>50%),,Asphalt,Unknown,No Vents,Wood,No Windows,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1959,38.51950182,-122.6118936,1,1.640287876,58.89214995,0
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,1988,38.52110461,-122.4666331,,2.502777576,58.82808587,0
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1968,38.52109853,-122.4663822,,2.502777576,58.82808587,0
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1991,38.56269597,-122.5380304,,,58.74475254,0
No Damage,,Metal,Enclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1890,38.5381913,-122.4866725,,,58.70965946,0
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1890,38.53837589,-122.4868292,,,58.70965946,0
Affected (1-9%),,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,2009,38.54306279,-122.4725141,1,,58.6715694,0
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1911,38.52466933,-122.6252123,1,2.36489749,58.65124858,0
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,1911,38.52447342,-122.625236,,2.377788782,58.65124858,0
Destroyed (>50%),,Unknown,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,Unknown,Unknown,Unknown,No Fence,1985,38.49961573,-122.5005459,,4.597836018,58.6510028,0
Destroyed (>50%),,Unknown,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,Unknown,Unknown,Unknown,No Fence,1985,38.49942066,-122.5006551,,3.072455883,58.6510028,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,2001,38.46910141,-122.6349641,,,58.62565804,0
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1963,38.4660662,-122.6220491,,1.128575802,58.61968182,0
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Vinyl,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,2017,38.46937347,-122.6307767,1,2.462428808,58.60662917,0
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,Combustible,Combustible,2017,38.46934029,-122.631027,,2.075208426,58.60662917,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Other,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,38.44820846,-122.61446,1,,58.54403185,0
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Other,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,38.44830931,-122.6147053,1,,58.54403185,0
