DAMAGE,ZIPCODE,ROOFCONSTRUCTION,EAVES,VENTSCREEN,EXTERIORSIDING,WINDOWPANE,DECKPORCHONGRADE,DECKPORCHELEVATED,PATIOCOVER,FENCE,YEARBUILT,LATITUDE,LONGITUDE,EMBER,FLAME,Distance,VSD
Affected (1-9%),,Metal,Unenclosed,No Vents,Metal,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,38.47732498,-122.6277059,1,2.41063118,958.4205362,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Composite,No Deck/Porch,Combustible,No Fence,1987,38.52577515,-122.5801571,1,,327.6555223,1
No Damage,,Metal,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,38.53274756,-122.5584265,,1.758180141,77.47969568,1
No Damage,,Asphalt,Unenclosed,Unknown,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1974,38.49758298,-122.6495037,1,2.828320265,49.18512325,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,1990,38.45897305,-122.6325864,,,118.6172068,1
No Damage,,Tile,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,1966,38.59674218,-122.582326,3,1.241428494,251.1323719,1
No Damage,,Metal,No Eaves,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1946,38.5845565,-122.5534488,4,4.84395647,160.9255301,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1995,38.44056517,-122.5960009,,,62.79757418,1
No Damage,,Asphalt,Unenclosed,No Vents,Vinyl,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.48148428,-122.6271911,1,1.620565772,16.63648347,1
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1907,38.57900574,-122.5104276,2,2.923217297,6.394685253,1
Destroyed (>50%),,Metal,Unknown,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,1953,38.44676454,-122.5975,,3.844444513,175.2235609,1
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,38.46243725,-122.6249191,,,212.8959997,1
Affected (1-9%),,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Combustible,1998,38.50893985,-122.4925896,5.100736099,4.810954571,100.4189665,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,2004,38.45514624,-122.6435421,,,84.55538035,1
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,38.52444268,-122.5679275,,1.717651606,1446.054853,1
No Damage,,Asphalt,Unenclosed,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1974,38.55514144,-122.5712562,,2.044682503,236.5344701,1
Major (26-50%),,Concrete,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,38.56976628,-122.5464379,,,97.20839481,1
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1907,38.58078297,-122.509937,2,0.449490011,0,1
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1907,38.58074851,-122.5099656,1.797712048,1.560061574,0,1
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,38.45708817,-122.6197316,2,1.394180059,43.3464581,1
No Damage,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1934,38.54183177,-122.4719801,,,26.17782237,1
Destroyed (>50%),,Tile,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,2005,38.49381884,-122.5008846,,1.187272906,294.8841958,1
No Damage,,Metal,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,1986,38.53139906,-122.6178738,1,3.793596506,51.90256071,1
No Damage,,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,2004,38.53784612,-122.4755412,1.22746028,,78.2788739,1
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1942,38.54909885,-122.4897994,,0.769152939,64.23702704,1
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Other,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,38.4600277,-122.6166914,,2.039664984,62.21279542,1
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.52223641,-122.4668074,5,2.257206678,10.81873085,1
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,38.52888969,-122.6116967,1.433197652,3.108121157,55.36155033,1
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,1959,38.51952926,-122.6121548,1,1.640287876,62.5902251,1
Destroyed (>50%),,Metal,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1956,38.45167809,-122.6110478,2,1.826831698,21.59962977,1
Destroyed (>50%),,Metal,Unenclosed,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1986,38.50074512,-122.6036929,1.56491444,4.769571781,300.4394044,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1948,38.45447302,-122.6261728,,,38.20416692,1
No Damage,,Metal,Unenclosed,No Vents,Other,No Windows,Masonry/Concrete,Wood,Combustible,No Fence,,38.53249549,-122.5485247,,,764.1997716,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1991,38.52968092,-122.6021793,1,3.709310532,164.9097822,1
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1931,38.53809067,-122.4718108,,0.629571974,8.040026498,1
Destroyed (>50%),,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1972,38.5144465,-122.5314805,1,,69.95112447,1
Affected (1-9%),,Tile,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,2005,38.48041561,-122.4932185,2,,119.2211252,1
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Vinyl,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1953,38.45784803,-122.6283055,,,45.88582824,1
Destroyed (>50%),,Concrete,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1976,38.45198857,-122.6283108,,,26.3378681,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,1977,38.4573824,-122.628427,,,140.2661216,1
No Damage,,Tile,No Eaves,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,2000,38.56320089,-122.5037957,1,,77.47441193,1
No Damage,,Asphalt,Enclosed,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.53692406,-122.4810174,,,15.44586662,1
No Damage,,Metal,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2002,38.5919499,-122.5493118,4.153271223,4.330018997,393.1419597,1
Destroyed (>50%),,Other,Unknown,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,1993,38.57983064,-122.5502853,1,6.529044628,47.78280992,1
No Damage,,Tile,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,2013,38.56812556,-122.5547363,1,,105.8435138,1
Destroyed (>50%),,Asphalt,Unknown,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1976,38.49575363,-122.6005207,4,1.499619484,6.670275803,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,Combustible,1920,38.5744601,-122.5494835,1,,31.71686453,1
Destroyed (>50%),,Wood,Unknown,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,Unknown,No Fence,1980,38.47478569,-122.5876123,1,1.225520968,171.1263421,1
Destroyed (>50%),,Metal,No Eaves,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1993,38.48246568,-122.6363074,1,1.144911647,42.5947143,1
Affected (1-9%),,Other,No Eaves,"Mesh Screen > 1/8""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1971,38.54742971,-122.4880888,,1.049664259,72.88910995,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,38.55949383,-122.5347223,,,93.61814341,1
No Damage,,Asphalt,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1894,38.46231444,-122.6204267,,,31.08333433,1
Destroyed (>50%),,Tile,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,38.44310049,-122.5851,,1.777196407,49.14415603,1
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1950,38.45426763,-122.6211141,1,3.944916725,0,1
Destroyed (>50%),,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1994,38.49459977,-122.5952608,3,4.850631714,169.2151625,1
No Damage,,Tile,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,2003,38.56152589,-122.4941483,7,3.50239563,61.05129584,1
Destroyed (>50%),,Metal,Unknown,Unknown,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1989,38.46213936,-122.6234676,,,72.46022901,1
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,Combustible,No Fence,1979,38.53049264,-122.592922,1,4.431671143,238.1110399,1
No Damage,,Tile,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,2015,38.52735426,-122.5332448,,0.87107569,79.00242554,1
No Damage,,Metal,No Eaves,"Mesh Screen > 1/8""",Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,1986,38.53121761,-122.6178982,1,2.7972188,51.90256071,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1966,38.52471405,-122.4767587,,,99.00656484,1
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.49992944,-122.6057779,2,21.20732307,98.31120709,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1995,38.452476,-122.6223194,1,,165.3158161,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1934,38.49658796,-122.6328545,,0.485045612,215.4556673,1
No Damage,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1924,38.45119845,-122.613108,,,83.62771862,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1974,38.52296656,-122.6252387,3,7.520292759,32.34842624,1
Destroyed (>50%),,Asphalt,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.52207443,-122.4667997,3.370548635,2.257206678,17.28740212,1
No Damage,,Tile,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1985,38.50548585,-122.6445969,1,1.678575277,93.77660303,1
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.54912963,-122.4734485,1,1.500955105,41.55216669,1
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Unknown,Multi Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,No Fence,1980,38.48360492,-122.6114085,1.233646689,4.929403782,143.3709847,1
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2002,38.53676613,-122.4688104,,1.605694771,20.20341272,1
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,Unknown,Combustible,No Fence,1972,38.50723135,-122.5141791,,,1104.09556,1
No Damage,,Asphalt,Unenclosed,Unscreened,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1969,38.57511931,-122.5178888,2,,82.09019119,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1989,38.45192989,-122.6236326,,,78.26024863,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.53052684,-122.4911301,,,8.834830439,1
Destroyed (>50%),,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1984,38.48800927,-122.6220873,1,1.204782724,70.32283689,1
Destroyed (>50%),,Tile,Unknown,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1987,38.45398527,-122.6180635,1,3.416563034,58.50000187,1
No Damage,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,2010,38.52850559,-122.4802,,1.889689207,62.63451643,1
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,38.55050608,-122.538081,1.246154417,4.385976315,125.8355323,1
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1907,38.5807423,-122.510057,1,1.560061574,0,1
Destroyed (>50%),,Other,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,38.49565968,-122.6066317,2,20.82476997,74.65891563,1
Minor (10-25%),,Other,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,1998,38.49800976,-122.5481421,,1.956577778,1872.168212,1
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1986,38.4773448,-122.6090468,1,1.690462232,0,1
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.53209976,-122.557931,,5.991780758,26.18179997,1
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1966,38.45990697,-122.6260181,1,,267.6444622,1
No Damage,,Tile,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,1987,38.4951344,-122.4861595,,1.862410426,65.11474191,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1970,38.44201152,-122.5993791,,,15.01574852,1
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1913,38.53804216,-122.4715797,,0.690286279,21.61122117,1
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.57585402,-122.549428,2,1.806373,129.9475107,1
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1931,38.53815384,-122.4716976,,0.690286279,8.538386097,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1969,38.44057464,-122.5944864,,,62.39886195,1
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1963,38.50116524,-122.6066403,2,33.60660553,19.58311182,1
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1986,38.47740634,-122.6090747,1,1.690462232,0,1
Destroyed (>50%),,Metal,No Eaves,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1987,38.49731304,-122.536086,1,3.892212868,71.38090308,1
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1907,38.58070259,-122.5102512,1.469148161,2.709394217,0,1
No Damage,,Metal,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,2014,38.55059362,-122.482294,1,1.5986166,233.5341282,1
No Damage,,Metal,Unenclosed,No Vents,Metal,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,1957,38.50829398,-122.6406803,,1.605272889,79.64271908,1
No Damage,,Concrete,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.52972172,-122.4908911,,,101.1837889,1
Minor (10-25%),,Concrete,No Eaves,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,38.5700621,-122.5454055,1,,152.4316522,1
No Damage,,Metal,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,2007,38.55144253,-122.5574079,2,4.38337326,850.2624085,1
No Damage,,Asphalt,No Eaves,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1961,38.45505226,-122.6216755,,,0.208333347,1
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1954,38.45304882,-122.6158712,,1.211901784,136.8931026,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,1946,38.45520176,-122.6268916,,,77.36647229,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,1948,38.45338595,-122.6273771,,,49.66568401,1
No Damage,,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1910,38.55071178,-122.4752073,,2.863604546,29.76609707,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1970,38.44186984,-122.5990232,,,29.58322972,1
Destroyed (>50%),,Metal,Unknown,Unknown,Wood,Unknown,Wood,No Deck/Porch,Combustible,No Fence,1950,38.57781958,-122.5265665,1,2.877281666,53.31464268,1
Destroyed (>50%),,Asphalt,Unknown,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,38.46097267,-122.6268063,,,95.94631936,1
No Damage,,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,38.4855008,-122.5250461,,,2647.117141,1
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.55215511,-122.4748963,1,,0.771981654,1
No Damage,,Metal,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,38.46668414,-122.5461506,1.34448844,3.562668324,76.06725965,1
No Damage,,Metal,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,38.58608609,-122.552678,2.56175937,1.735310555,362.900739,1
Affected (1-9%),,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,38.56998365,-122.5461599,,,97.20839481,1
No Damage,,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1890,38.52649243,-122.4796807,,,222.8999415,1
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Other,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1961,38.45234025,-122.6195483,1.948572158,,42.36023757,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1993,38.5626696,-122.5137007,1,,94.65157784,1
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1961,38.45544219,-122.6209431,,,71.87664272,1
No Damage,,Other,No Eaves,No Vents,Vinyl,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1991,38.44201751,-122.585491,,2.450834751,87.53149887,1
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1954,38.45627859,-122.6234482,,1.873862743,18.7932595,1
No Damage,,Asphalt,No Eaves,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1991,38.52815048,-122.6008892,2,12.9665966,513.889464,1
No Damage,,Metal,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1982,38.52909686,-122.487972,6,,409.4946301,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Other,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1993,38.44877921,-122.61673,,,68.68438541,1
No Damage,,Metal,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2008,38.43953712,-122.5775908,,,18.07086672,1
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,38.52538391,-122.5625393,,,156.893261,1
Affected (1-9%),,Unknown,No Eaves,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1994,38.48968663,-122.5167298,,,681.7471914,1
No Damage,,Asphalt,Unenclosed,No Vents,Metal,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,1953,38.45517628,-122.6235418,2,,8.205944829,1
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,1979,38.45539263,-122.6246272,,,158.2184178,1
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1936,38.56067542,-122.502522,3.934097042,2.117525578,533.3487769,1
Destroyed (>50%),,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1993,38.48495537,-122.6328763,,2.089632511,35.7014447,1
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1986,38.51163571,-122.5833784,,30.96371651,94.09500226,1
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1965,38.57320821,-122.5428756,,1.109565735,139.4596501,1
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,2003,38.56160779,-122.4944046,1,4.007486343,61.05129584,1
