DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,VSD ,YEARBUILT,Distance,EMBER,FLAME,LATITUDE,LONGITUDE
No Damage,93060,,,,,,3,,7.261809313,0,,34.3802725,-119.0685163
No Damage,,,,,,,3,,6.664754902,0.008598768,,34.32977298,-119.2890219
No Damage,93009,,,,,,3,,61.95272725,0.241063368,11.47454071,34.2870917,-119.2141365
No Damage,,,,,,,3,,12.29473601,0,8.70835495,34.28580415,-119.2221321
No Damage,,,,,,,3,,24.34862139,0.000759684,,34.2857369,-119.2240667
No Damage,,,,,,,3,,43.04194035,0.062129991,6.68337965,34.28595,-119.2140241
No Damage,93060,,,,,,3,,218.2495631,0.019390734,9.091339111,34.3902206,-119.1460832
Destroyed (>50%),,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,3,1978,41.75857675,0.330859646,,34.2960071,-119.2015377
No Damage,93060,,,,,,3,,10.60984669,0,,34.38189918,-119.0698712
No Damage,93060,,,,,,3,,12.12554544,0,,34.38176347,-119.0697251
No Damage,93060,,,,,,3,,12.0770619,0,,34.37718153,-119.0674211
No Damage,93001,,,,,,3,,4.903693437,0.034676649,,34.32908113,-119.2892331
No Damage,93060,,,,,,3,,9.986711874,0,,34.38121611,-119.0693423
No Damage,93060,,,,,,3,,11.86870585,0,,34.38111232,-119.0693273
No Damage,93060,,,,,,3,,15.18768137,0,,34.38076715,-119.069666
No Damage,93060,,,,,,3,,14.54640512,0,,34.38097401,-119.0698773
No Damage,93060,,,,,,3,,10.80770021,0,,34.38111017,-119.0699613
No Damage,,,,,,,3,,4.920885794,0.169118517,,34.298268,-119.2093822
No Damage,,,,,,,3,,3.728140601,0,,34.3295441,-119.2871188
No Damage,93060,,,,,,3,,140.6035943,0.359338515,7.974624157,34.337173,-119.157631
No Damage,,,,,,,3,,14.47017268,0.024922553,,34.32998922,-119.2872369
No Damage,,,,,,,3,,1.558585031,0,,34.32959312,-119.2868977
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,3,2016,12.29473601,0.302730577,5.756818771,34.2860354,-119.2221657
No Damage,,,,,,,3,,7.757683898,0.089290093,,34.33945393,-119.2905587
No Damage,,,,,,,3,,10.3694398,0.24170912,,34.33950969,-119.2911997
No Damage,,,,,,,3,,7.757683898,0.224736871,,34.33960429,-119.290542
No Damage,,,,,,,3,,13.19084281,0.203799099,,34.33966569,-119.2911828
No Damage,,,,,,,3,,11.76565336,0.176708577,,34.33992173,-119.2905067
No Damage,,,,,,,3,,6.401527764,0.104901123,,34.34010634,-119.2902856
No Damage,93001,,,,,,3,,10.4934351,0.227503798,,34.33999385,-119.2884997
No Damage,,,,,,,3,,18.7277524,0.425150282,,34.291158,-119.222985
No Damage,93003,,,,,,3,,24.16979137,0.262704129,13.91946888,34.28662355,-119.2223904
No Damage,93003,,,,,,3,,24.16979137,0,13.67179966,34.2868326,-119.2224456
No Damage,93060,,,,,,3,,228.1592209,0.012851156,9.523230553,34.37846532,-119.1449578
No Damage,93009,,,,,,3,,29.81113788,0.371829156,,34.29812043,-119.2056229
No Damage,93009,,,,,,3,,29.48935691,0.255595296,3.003751993,34.292532,-119.2011608
No Damage,93009,,,,,,3,,0,0.187358805,,34.2927002,-119.200847
No Damage,93009,,,,,,3,,0,0.260044895,,34.2927002,-119.200847
No Damage,93009,,,,,,3,,0,0.07185045,,34.2927002,-119.200847
No Damage,93060,,,,,,3,,30.39336755,0.04853068,6.729974747,34.389986,-119.145788
Destroyed (>50%),,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,3,1978,8.999689522,0.231774495,9.280976295,34.2960143,-119.2021247
No Damage,93023,,,,,,3,,86.43031762,0,16.54020882,34.4369228,-119.1753545
No Damage,,,,,,,3,,39.47825673,0,7.187355042,34.2863246,-119.2146365
No Damage,,,,,,,3,,48.14058388,0.089863824,9.635251045,34.294721,-119.2116784
No Damage,,,,,,,3,,9.516073435,0,,34.32955217,-119.2900292
No Damage,,,,,,,3,,22.35512375,0.138154297,9.057583809,34.2949667,-119.2121042
No Damage,93108,,,,,,3,,149.6414035,0,,34.455301,-119.559653
No Damage,93108,,,,,,3,,149.6414035,0,,34.455301,-119.559653
No Damage,93108,,,,,,3,,10.13956977,0,,34.455374,-119.55774
No Damage,93108,,,,,,3,,42.85095832,0,,34.450063,-119.649301
No Damage,93023,,,,,,3,,354.1176668,0.06192003,11.62699413,34.42152696,-119.1576193
No Damage,,,,,,,3,,5.471733605,0,,34.32898444,-119.2896757
No Damage,93108,,,,,,3,,0,0,,34.455806,-119.64842
No Damage,93108,,,,,,3,,0,0,,34.455806,-119.64842
Major (26-50%),,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Unknown,3,2014,0,0,,34.455806,-119.64842
No Damage,93108,,,,,,3,,0,0,,34.455806,-119.64842
No Damage,93023,,,,,,3,,59.94651712,0,,34.41242185,-119.2743658
No Damage,,,,,,,3,,36.32769658,0.242684869,,34.2976427,-119.2091235
No Damage,,,,,,,3,,4.878004477,0.058493381,9.915798187,34.2993756,-119.2076321
No Damage,,,,,,,3,,4.878004477,0.352483453,9.915798187,34.2993756,-119.2076321
No Damage,93108,,,,,,3,,245.9884598,0,,34.45074,-119.647136
No Damage,93108,,,,,,3,,70.47973515,0,,34.456405,-119.568871
No Damage,93108,,,,,,3,,4.207338374,0,,34.456405,-119.568871
No Damage,93108,,,,,,3,,4.207338374,0,,34.456405,-119.568871
No Damage,93023,,,,,,3,,18.94085084,0.090542263,1.689757109,34.43858114,-119.137151
No Damage,93023,,,,,,3,,58.13195526,0,,34.435648,-119.143133
No Damage,93023,,,,,,3,,266.0096298,0,,34.43440604,-119.173034
Affected (1-9%),93023,Fire Resistant,Enclosed,Screened,Fire Resistant,Single Pane,3,1966,0,0,2.294566393,34.43823431,-119.1373592
No Damage,93023,,,,,,3,2003,14.23691289,0.208827718,2.381052494,34.43857225,-119.1373531
Affected (1-9%),93060,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Unknown,3,1930,0,0.572958171,8.992481232,34.43560132,-119.1310137
No Damage,93023,,,,,,3,,19.30626333,0,,34.44023362,-119.1436774
Affected (1-9%),,Fire Resistant,Not Applicable,Screened,Combustible,Multi Pane,3,,82.44228944,0,,34.451451,-119.635264
No Damage,93023,,,,,,3,,51.94548477,0.139693739,13.389678,34.44036692,-119.1436728
Affected (1-9%),,Fire Resistant,Unenclosed,Unknown,Combustible,Unknown,3,1964,0,0.193837891,9.251994133,34.2947543,-119.2098056
No Damage,93001,,,,,,3,,17.66120098,0,,34.32888298,-119.2893594
No Damage,,,,,,,3,,10.21992004,0.057375081,7.64356041,34.32973703,-119.2891859
No Damage,,,,,,,3,,6.664754902,0.171158312,,34.32981406,-119.2888345
No Damage,93001,,,,,,3,,5.134808378,0.024446796,,34.328689,-119.286822
No Damage,93108,,,,,,3,,105.6628742,0,,34.456393,-119.662714
No Damage,93108,,,,,,3,,36.93546858,0,,34.456393,-119.662714
Destroyed (>50%),,Combustible,Unknown,Unknown,Combustible,Unknown,3,2016,36.93546858,0,,34.456393,-119.662714
No Damage,,,,,,,3,,12.08682798,0.247617391,,34.33895132,-119.2914619
No Damage,93001,,,,,,3,,14.31573653,0,,34.38451273,-119.4103872
No Damage,93001,,,,,,3,,10.36095656,0.288895128,,34.33999501,-119.2911473
No Damage,,,,,,,3,,16.33468277,0,,34.29078645,-119.2241528
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,3,1974,10.57634348,0,,34.287398,-119.2215302
No Damage,93060,,,,,,3,,58.28935757,0.249122314,,34.36947449,-119.1495449
No Damage,93001,,,,,,3,,9.050390282,0.018330349,,34.3294392,-119.2905446
No Damage,93060,,,,,,3,,10.60246977,0.104092068,8.693576813,34.37066406,-119.1492793
No Damage,93060,,,,,,3,,10.03936195,0.086901991,8.555491447,34.37092253,-119.1492157
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,3,1973,18.80031683,0.30272054,,34.2874998,-119.2243955
No Damage,93060,,,,,,3,,9.464964597,0.057041965,7.159771919,34.37782867,-119.1468772
Minor (10-25%),,Fire Resistant,Not Applicable,No Vents,Combustible,Unknown,3,,173.0398424,0,,34.406317,-119.461668
No Damage,,,,,,,3,,22.56756749,0,,34.28977605,-119.2234092
Destroyed (>50%),93060,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane,3,,31.250427,0.045365804,9.018293381,34.389438,-119.145152
No Damage,93060,,,,,,3,,25.93939152,0.045481771,8.616466522,34.39017,-119.146012
Destroyed (>50%),,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,3,1978,76.08396132,0.302658149,3.30052948,34.2953211,-119.2021138
No Damage,,,,,,,3,,3.493397974,0.000616862,,34.29545,-119.2074522
No Damage,93009,,,,,,3,,25.83358682,0,,34.29545,-119.2074522
Destroyed (>50%),93009,Fire Resistant,Enclosed,Unknown,Fire Resistant,Unknown,2,1978,33.23292723,0.299739312,,34.2973868,-119.2025291
No Damage,93003,,,,,,2,,32.3672884,0.427795817,9.274381638,34.29879726,-119.2035581
No Damage,93023,,,,,,2,,61.72489992,0.145101997,,34.43712094,-119.1573325
No Damage,93003,,,,,,2,,30.85290294,0.278597683,,34.2992774,-119.2045642
No Damage,93003,,,,,,2,,24.90568054,0.351630452,,34.29938264,-119.2061784
No Damage,,,,,,,2,,19.32809899,0.21922092,14.04715919,34.2991751,-119.2080977
No Damage,93003,,,,,,2,,1.157743233,0.368638509,9.734919548,34.29952519,-119.2061837
No Damage,93108,,,,,,2,,2271.602934,,,34.452553,-119.674007
Destroyed (>50%),93003,Fire Resistant,Enclosed,Unknown,Combustible,Single Pane,2,1965,16.71183918,0.302687717,,34.2915967,-119.2113917
No Damage,,,,,,,2,,44.64178866,0.218036431,,34.2912128,-119.2115224
No Damage,93001,,,,,,2,,47.69160226,0,,34.284539,-119.272126
No Damage,,,,,,,2,,28.92672286,0.008942735,,34.28969495,-119.2090165
No Damage,,,,,,,2,,24.34221441,0.261968045,,34.2892759,-119.2091046
Destroyed (>50%),,Fire Resistant,Unknown,Screened,Combustible,Single Pane,2,1948,27.20027534,0,,34.28275298,-119.2702038
No Damage,93009,,,,,,2,,28.1265197,0,,34.2893164,-119.2068045
Destroyed (>50%),0,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,2,1951,1.607860084,0,,34.2835533,-119.2647211
No Damage,,,,,,,2,,22.55804455,0.395222575,8.365486145,34.28408455,-119.2526726
Affected (1-9%),,Fire Resistant,Not Applicable,Screened,Fire Resistant,Multi Pane,2,,0.980721,0.304571398,11.33660507,34.28493605,-119.2722632
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane,2,1958,52.30610408,0.259421794,7.977367878,34.2874333,-119.213963
No Damage,,,,,,,2,,12.82146549,0.038071425,,34.34027145,-119.2913171
Destroyed (>50%),,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane,2,1971,0,0.082087674,8.222612381,34.2877169,-119.2138032
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane,2,1973,6.120616077,0.195204536,9.101685524,34.2912978,-119.2227502
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,2,1974,20.18529795,0,,34.2873929,-119.221789
No Damage,,,,,,,2,,32.33991178,0,9.130334854,34.29179745,-119.2218276
No Damage,,,,,,,2,,36.60838993,0.170862088,,34.28818175,-119.220898
No Damage,,,,,,,2,,41.68220868,0.076939087,,34.34107112,-119.2937064
No Damage,,,,,,,2,,22.6934834,0,1.891611814,34.2902459,-119.2111778
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane,2,1977,40.90703765,0.302695448,,34.2901826,-119.2031988
No Damage,,,,,,,2,,30.44874532,0,,34.2892765,-119.2237033
No Damage,93009,,,,,,2,,25.65129096,0.175848931,8.53169632,34.294602,-119.2029366
Destroyed (>50%),,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,2,1978,46.74452512,0.247808838,,34.294826,-119.2023306
Destroyed (>50%),,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,2,1978,46.74452512,0.206308187,,34.2948721,-119.2020148
Affected (1-9%),93009,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Multi Pane,2,1975,0,0.260044895,,34.2927002,-119.200847
No Damage,93009,,,,,,2,,15.09729367,0.359297011,3.066220284,34.2916441,-119.2014802
Affected (1-9%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane,2,1975,0,0,3.136676788,34.2920775,-119.2017275
No Damage,,,,,,,2,,22.55016651,0,,34.36961149,-119.3050244
Minor (10-25%),93009,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,2,1978,0,0.097461209,,34.2956722,-119.20336
No Damage,93003,,,,,,2,,30.41466032,0.088265923,,34.295796,-119.204763
No Damage,93108,,,,,,2,,5.988651303,0,,34.449549,-119.652717
No Damage,93108,,,,,,2,,5.988651303,0,,34.449549,-119.652717
No Damage,93108,,,,,,2,,47.09444346,0,,34.449549,-119.652717
No Damage,93108,,,,,,2,,50.25766614,0,,34.449549,-119.652717
No Damage,,,,,,,2,,31.71497391,0.244989963,,34.2947063,-119.2086109
Destroyed (>50%),,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane,2,1978,0,0.251570502,2.002580166,34.2842196,-119.2851662
Destroyed (>50%),,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane,2,1978,0,0.251570502,2.002580166,34.2842196,-119.2851662
No Damage,,,,,,,2,,19.07468909,0.280325792,,34.2963038,-119.2080097
No Damage,93003,,,,,,2,,23.68433606,0.132064345,9.952697754,34.29628403,-119.2056332
No Damage,93003,,,,,,2,,23.68433606,0.252888387,9.952697754,34.296591,-119.20575
No Damage,,,,,,,2,,14.40167552,0.077919108,,34.2950746,-119.2108502
Destroyed (>50%),,Fire Resistant,Enclosed,Unknown,Fire Resistant,Unknown,2,1978,39.55102838,0.302642822,,34.2974766,-119.2028308
No Damage,,,,,,,2,,52.68198998,0.30002143,6.207277775,34.2955638,-119.211418
No Damage,93003,,,,,,2,,20.27047511,0.321998562,,34.2972499,-119.2074879
No Damage,93023,,,,,,2,,0,0.187623291,1.648011923,34.43696198,-119.1582057
No Damage,93023,,,,,,2,,0,0.187623291,,34.43696198,-119.1582057
Destroyed (>50%),,Fire Resistant,Enclosed,Unknown,Fire Resistant,Unknown,2,1981,42.14795487,0.302633464,,34.29874421,-119.2032791
No Damage,93003,,,,,,2,,26.03167125,0.332733697,,34.297471,-119.20588
No Damage,93009,,,,,,2,,31.33803347,0.194548475,3.595951796,34.2978864,-119.2071794
Destroyed (>50%),,Combustible,Unknown,Unknown,Combustible,Unknown,2,,60.62690808,0,,34.457514,-119.555786
No Damage,93108,,,,,,2,,60.62690808,0,,34.457514,-119.555786
No Damage,,,,,,,2,,0.764359799,0.388406033,,34.2979211,-119.2077159
No Damage,,,,,,,2,,7.572848292,0.175998264,9.801023483,34.2963658,-119.2114358
No Damage,93023,,,,,,2,,24.58182023,0.060889079,,34.43695798,-119.1577462
No Damage,93023,,,,,,2,,24.58182023,0.058124457,,34.43695798,-119.1577462
No Damage,,,,,,,2,,18.21465282,0.359716797,8.943554878,34.2965611,-119.2119445
No Damage,,,,,,,2,,13.73382348,0.104269748,6.264425755,34.2963987,-119.2108145
No Damage,93009,,,,,,2,,7.997883333,0.460567898,9.825509071,34.2983713,-119.2073435
No Damage,93060,,,,,,2,,10.19036248,0.106893717,11.69707489,34.430012,-119.135398
No Damage,93060,,,,,,2,,10.19036248,0.018346897,11.69707489,34.430012,-119.135398
No Damage,,,,,,,2,,17.85493261,0.105308974,9.503108025,34.2970902,-119.2119986
No Damage,,,,,,,2,,13.57031791,0,9.945816994,34.2970032,-119.2102884
No Damage,,,,,,,2,,6.844691798,0.153783908,10.10224342,34.2974207,-119.211462
No Damage,93003,,,,,,2,,24.34859751,0.000988634,,34.2939082,-119.2117854
No Damage,,,,,,,2,,11.72072098,0,,34.2975276,-119.2102724
No Damage,,,,,,,2,,105.1244111,0.172615424,,34.3002705,-119.208022
No Damage,,,,,,,2,,15.31952465,0,,34.3002705,-119.208022
No Damage,93108,,,,,,2,,35.17865357,0,,34.45099,-119.646102
No Damage,93108,,,,,,2,,35.17865357,0,,34.45099,-119.646102
No Damage,93108,,,,,,2,,358.9730889,0,,34.457216,-119.567842
No Damage,,,,,,,2,,15.31952465,0.001280789,15.13177395,34.3004576,-119.2081474
Affected (1-9%),,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,2,1998,0,0.278955892,13.57547092,34.3004576,-119.2081474
No Damage,,,,,,,2,,15.21352607,0.002866211,,34.2983329,-119.2122116
No Damage,93023,,,,,,2,,245.0140682,0.042022027,11.25575161,34.433662,-119.161113
No Damage,93023,,,,,,2,,17.43809257,0.038800184,14.28112221,34.4385604,-119.1371511
No Damage,93023,,,,,,2,,154.4114048,0.463035617,7.336486816,34.43235778,-119.1762267
No Damage,93023,,,,,,2,,67.14446892,0.238310276,1.484908938,34.43905797,-119.1371627
No Damage,93003,,,,,,2,,27.07849237,0.47233195,,34.30040749,-119.204984
No Damage,93060,,,,,,2,,14.19045022,0,,34.43767808,-119.1361827
No Damage,,,,,,,2,,15.61297231,0,,34.3002588,-119.2088537
No Damage,,,,,,,2,,22.25683748,0.139203559,7.453062057,34.2992231,-119.210486
No Damage,93023,,,,,,2,,52.28052001,0.323540582,13.57677937,34.43691541,-119.1412111
No Damage,93023,,,,,,2,,4.371264876,0,,34.43808952,-119.1373636
Destroyed (>50%),93023,Fire Resistant,Unknown,Unknown,Combustible,Single Pane,2,1953,5.542753759,0.257194553,2.294566393,34.43842738,-119.1373539
No Damage,93009,,,,,,2,,31.99719824,0,,34.2994909,-119.2106228
No Damage,,,,,,,2,,63.99857578,0.313060438,3.749656439,34.2991645,-119.2121726
No Damage,,,,,,,2,,34.17146955,0.17547309,,34.2991973,-119.211471
No Damage,,,,,,,2,,25.18419295,0,9.941942215,34.3009036,-119.209852
No Damage,93003,,,,,,2,,24.04035896,0.003900282,10.0864296,34.30024654,-119.2044698
No Damage,93023,,,,,,2,,14.48656394,0,10.84448433,34.43813094,-119.143695
No Damage,93023,,,,,,2,,1.142915259,0,13.21456909,34.44252701,-119.1367167
No Damage,,,,,,,2,,17.71886758,0.29920166,,34.2999748,-119.2103087
No Damage,93003,,,,,,2,,24.04035896,0.411807726,,34.30029817,-119.2042219
No Damage,93023,,,,,,2,,34.11413807,0,6.015719891,34.44189813,-119.1432116
No Damage,93023,,,,,,2,,37.06129505,0,1.313228965,34.44189859,-119.1428983
No Damage,,,,,,,2,,22.30823313,0.334085558,3.336553097,34.2989693,-119.2113742
No Damage,93003,,,,,,2,,15.10256174,0.042444119,,34.30036201,-119.203848
Destroyed (>50%),93060,Fire Resistant,Unknown,Screened,Fire Resistant,Single Pane,2,1930,0,0.163160265,9.988050461,34.4358187,-119.1311973
No Damage,93108,,,,,,2,,7.646825442,0,,34.452109,-119.638778
No Damage,93108,,,,,,2,,9.354802936,0,,34.452109,-119.638778
No Damage,93023,,,,,,2,,37.81163149,0.090783013,13.82617283,34.44011057,-119.1436816
Affected (1-9%),,Fire Resistant,Not Applicable,Screened,Fire Resistant,Multi Pane,2,2003,105.223484,0,,34.451118,-119.637597
Affected (1-9%),,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Multi Pane,2,2008,60.97523818,0,,34.44986,-119.633469
No Damage,93023,,,,,,2,,19.30626333,0,,34.44036009,-119.143673
No Damage,93108,,,,,,2,,586.8534423,0,,34.449751,-119.629828
No Damage,93060,,,,,,2,,307.874946,0.000401883,,34.4277453,-119.1131912
No Damage,93108,,,,,,2,,558.9278099,0,,34.448948,-119.631614
No Damage,,,,,,,2,,12.33462679,0,,34.32884424,-119.289537
Destroyed (>50%),,Fire Resistant,Unknown,Screened,Fire Resistant,Single Pane,2,1956,119.9117612,0,7.823958397,34.2879521,-119.2113247
No Damage,,,,,,,2,,7.042864633,0.064082574,9.275714874,34.295447,-119.2097896
No Damage,,,,,,,2,,27.24287033,0.187768012,9.587914467,34.3033544,-119.2119306
Destroyed (>50%),,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Multi Pane,2,1962,22.03577126,0,,34.2886149,-119.2102305
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,2,1975,53.71843901,0.259734429,9.458721161,34.290066,-119.2100532
No Damage,,,,,,,2,,10.09603744,0,,34.32887867,-119.2893791
No Damage,93001,,,,,,2,,0,0.049440104,,34.32913485,-119.2889872
No Damage,,,,,,,2,,17.83251578,0.299518365,,34.3032473,-119.2116744
No Damage,,,,,,,2,,18.28821465,0.077878689,,34.2946531,-119.2094395
Major (26-50%),,Fire Resistant,Unenclosed,No Vents,Combustible,Unknown,2,1964,3.00208642,0.06064114,9.820991516,34.2953591,-119.2094629
No Damage,,,,,,,2,,34.76815875,0.231732313,9.21257782,34.3036628,-119.2115542
Destroyed (>50%),,Fire Resistant,Unknown,No Vents,Fire Resistant,Single Pane,2,1991,3.488049255,0.149462619,3.366164446,34.30458,-119.2114245
No Damage,,,,,,,2,,3.060014818,0.001045193,,34.2951039,-119.2093793
No Damage,93060,,,,,,2,,9.78994454,0,,34.38145817,-119.0689789
No Damage,93060,,,,,,2,,12.56200663,0,,34.38110935,-119.0691034
Minor (10-25%),,Fire Resistant,Unenclosed,,Fire Resistant,Single Pane,2,1969,24.96808293,0.039437798,,34.28550127,-119.2741329
No Damage,93060,,,,,,2,,5.993679933,0,,34.381779,-119.070465
No Damage,93060,,,,,,2,,6.645642076,0,,34.38188836,-119.0705051
No Damage,93003,,,,,,2,,52.61905042,0.191189372,,34.2939383,-119.2097152
Destroyed (>50%),,Fire Resistant,Not Applicable,Unknown,Fire Resistant,Multi Pane,2,1961,35.61135767,0.150069173,,34.2888949,-119.2083543
Affected (1-9%),,Fire Resistant,Unenclosed,Screened,Combustible,Single Pane,2,1966,27.20027534,0.296598714,2.610238791,34.28280498,-119.2699803
No Damage,,,,,,,2,,8.570354752,0.016819255,5.592272758,34.2972666,-119.2095754
Destroyed (>50%),,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Single Pane,2,1991,3.488049255,0,,34.304465,-119.2107792
No Damage,93060,,,,,,2,,0,0.125980632,9.43918705,34.31124983,-119.1745447
No Damage,93060,,,,,,2,,0,0.179394124,9.813090324,34.31124983,-119.1745447
No Damage,93060,,,,,,2,,0,0.179394124,9.43918705,34.31124983,-119.1745447
No Damage,93060,,,,,,2,,0,0.125980632,9.813090324,34.31124983,-119.1745447
No Damage,,,,,,,2,,19.03561656,0,,34.32925302,-119.2884463
No Damage,,,,,,,2,,9.218972462,0.152375624,,34.32967388,-119.288677
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,2,1947,34.40989977,0.302758653,,34.2838085,-119.2653696
No Damage,93003,,,,,,2,,21.19923543,0.248113607,,34.2994748,-119.2093625
No Damage,,,,,,,2,,13.69549011,0.111717258,1.095177889,34.2984728,-119.2088496
No Damage,93108,,,,,,2,,178.9457868,0,,34.453462,-119.664076
No Damage,,,,,,,2,,14.24144836,0.086390516,,34.34041355,-119.2892051
Major (26-50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane,2,1954,9.294656061,0.084414198,0.799755871,34.28119731,-119.2425052
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,2,1976,14.85655885,0.098292372,,34.2829108,-119.2260545
No Damage,,,,,,,2,,11.87146941,0.230140381,,34.281903,-119.242302
No Damage,,,,,,,2,,3.791757041,0.021250678,,34.281903,-119.242302
No Damage,,,,,,,2,,11.87146941,0.199669461,,34.2820151,-119.2422639
Destroyed (>50%),,Fire Resistant,Unenclosed,Unknown,Fire Resistant,Multi Pane,2,1964,521.5669365,0,8.822005272,34.2828711,-119.2357232
No Damage,93001,,,,,,2,,843.4349761,0,,34.38437272,-119.393751
No Damage,,,,,,,2,,26.09130123,0.043966743,9.077553749,34.2855685,-119.2221483
No Damage,,,,,,,2,,10.01161043,0.106207411,,34.33918036,-119.2912352
No Damage,93001,,,,,,2,,13.66312432,0.02873508,,34.33945906,-119.2914062
No Damage,93003,,,,,,2,,26.00368726,0.281928847,8.314051628,34.28529305,-119.2255375
No Damage,,,,,,,2,,13.43864759,0.156807861,,34.33961688,-119.2903373
No Damage,93001,,,,,,2,,13.19084281,0.162505154,,34.33982168,-119.291166
No Damage,,,,,,,2,,10.96067286,0.195251194,,34.33989314,-119.2896546
Destroyed (>50%),,Unknown,Unknown,Unknown,Unknown,Unknown,2,1965,8.783047749,0.302734511,,34.2854706,-119.2230606
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,2,1973,50.76526635,0,,34.28884367,-119.2231336
No Damage,93004,,,,,,2,,473.7725995,0.137009413,,34.303336,-119.184085
No Damage,,,,,,,2,,21.87916345,0.184228923,,34.2877524,-119.221782
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane,2,1974,36.42421297,0.000871718,,34.2893021,-119.221678
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Unknown,2,1973,11.26246249,0.273956977,3.004740238,34.2908142,-119.2217397
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane,2,1973,27.22475455,0.091743164,,34.2900709,-119.2215548
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane,2,1974,33.5137052,0.048083225,,34.2893123,-119.2213884
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,2,1974,33.5137052,0.28426473,,34.2893123,-119.2210865
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Unknown,2,1973,10.93983417,0.231410183,3.184592724,34.2908396,-119.2211912
Minor (10-25%),,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane,2,1974,0,0.129801839,,34.28858895,-119.2206787
Destroyed (>50%),,Fire Resistant,Unknown,Screened,Fire Resistant,Unknown,2,2000,18.52857835,0.302735867,,34.2851978,-119.2209142
Destroyed (>50%),,Fire Resistant,Unknown,Unknown,Fire Resistant,Unknown,2,2000,18.52857835,0.016373698,8.319399834,34.2851978,-119.2209142
No Damage,93003,,,,,,2,,4.795436034,0,,34.2904043,-119.2208409
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Unknown,2,1973,4.795436034,0,,34.2904043,-119.2208409
Minor (10-25%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Single Pane,2,1973,0,0.302687039,14.18105507,34.29215555,-119.2213066
Destroyed (>50%),,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane,2,1974,53.30343377,0.256014133,12.76522732,34.2896636,-119.2204333
No Damage,93003,,,,,,2,,43.40973256,0.117197944,8.853313446,34.2877978,-119.2202787
No Damage,,,,,,,2,,18.36236623,0.162559001,14.56848145,34.28694705,-119.2232748
No Damage,93009,,,,,,2,,89.86302654,0.016096056,,34.2897155,-119.1997571
No Damage,,,,,,,2,,19.14304785,0.224146186,13.20960236,34.28682575,-119.2220522
Destroyed (>50%),,Fire Resistant,Unknown,Screened,Fire Resistant,Unknown,2,2016,19.14304785,0.027571072,13.20960236,34.2867693,-119.2218388
No Damage,,,,,,,2,,131.5937056,0.485589193,9.402864456,34.29506009,-119.2136462
